biosample_summary,Biosample term name,Biosample term id,Experiment accession,Assay,Output type,File format,Library made from,Library depleted in,Biological replicate(s),Technical replicate,Biosample type,Biosample life stage,Biosample sex,Biosample Age,Audit WARNING,Audit INTERNAL_ACTION,Audit NOT_COMPLIANT,Audit ERROR,Biosample treatments,Biosample subcellular fraction term name,Library extraction method,Library lysis method,Library strand specific,Project,Lab,Experiment date released,Derived from,Size,md5sum,File accession,File download URL,Assembly,File Status,Biosample organism,Biosample phase,Biosample synchronization stage,Experiment target,Antibody accession,RBNS protein concentration,Library fragmentation method,Library size range,Read length,Mapped read length,Run type,Paired end,Paired with,Platform,Controlled by,Library crosslinking method,dbxrefs
renal pelvis female embryo (96 days),renal pelvis,UBERON:0001224,ENCSR141DMX,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,96 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF089FLZ,1108874258,82764d30cfb0d2e061edcc7def655aae,ENCFF395MZB,https://www.encodeproject.org/files/ENCFF395MZB/@@download/ENCFF395MZB.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (108 days),renal pelvis,UBERON:0001224,ENCSR913NYL,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,108 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF193LDM,1337145015,e8b9ab3511aac16ecbc0e69bffbc04e0,ENCFF512OCX,https://www.encodeproject.org/files/ENCFF512OCX/@@download/ENCFF512OCX.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (113 days),renal pelvis,UBERON:0001224,ENCSR956ZHU,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,113 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF933PAG,1545139240,617305348659e1bb287a6008bbe2336e,ENCFF937QEX,https://www.encodeproject.org/files/ENCFF937QEX/@@download/ENCFF937QEX.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (127 days),renal pelvis,UBERON:0001224,ENCSR301RCD,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,127 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF647VSC,1382781380,896ad85ab2a2ab8085e070cf7fd01cd0,ENCFF832UWX,https://www.encodeproject.org/files/ENCFF832UWX/@@download/ENCFF832UWX.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (91 day),renal pelvis,UBERON:0001224,ENCSR580OAH,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,91 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF737DEN,1565850369,1d8ca7d5f042c10ba6c4ae212d9ea114,ENCFF821OYH,https://www.encodeproject.org/files/ENCFF821OYH/@@download/ENCFF821OYH.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (97 days),renal pelvis,UBERON:0001224,ENCSR364TKL,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,97 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF764DWP,1405378520,e425e35c71aeafef8d81a1169acad77f,ENCFF069VEQ,https://www.encodeproject.org/files/ENCFF069VEQ/@@download/ENCFF069VEQ.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis female adult (96 days),renal pelvis,UBERON:0001224,ENCSR606UAR,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,adult,female,96 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF762FOS",1060991,a87f606c721a362b4d2516024a7dc17e,ENCFF958VNA,https://www.encodeproject.org/files/ENCFF958VNA/@@download/ENCFF958VNA.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis female embryo (103 days),renal pelvis,UBERON:0001224,ENCSR554WUJ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,103 day,low spot score,-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF104PCS, ENCFF163ZHO",1482693,630ef19eb7b91fab0050a5ab63e3e380,ENCFF734YEQ,https://www.encodeproject.org/files/ENCFF734YEQ/@@download/ENCFF734YEQ.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis female embryo (105 days),renal pelvis,UBERON:0001224,ENCSR619DRM,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,105 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF948LGY",495605,802db16c88084f6f370841eaa5119cfa,ENCFF667TQB,https://www.encodeproject.org/files/ENCFF667TQB/@@download/ENCFF667TQB.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis female embryo (89 days),renal pelvis,UBERON:0001224,ENCSR911YVV,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,89 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF500LET",1191508,f7fc6641bc8bc7d58beb6d89d35ecb45,ENCFF970PWO,https://www.encodeproject.org/files/ENCFF970PWO/@@download/ENCFF970PWO.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis female embryo (96 days),renal pelvis,UBERON:0001224,ENCSR141DMX,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,96 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF395MZB",730176,1ec633688a93f5aa07e7588e80c3aee8,ENCFF306IHB,https://www.encodeproject.org/files/ENCFF306IHB/@@download/ENCFF306IHB.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (108 days),renal pelvis,UBERON:0001224,ENCSR913NYL,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,108 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF512OCX",924107,c98e362f24492d1554cfb7addc6671c1,ENCFF598HGO,https://www.encodeproject.org/files/ENCFF598HGO/@@download/ENCFF598HGO.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (113 days),renal pelvis,UBERON:0001224,ENCSR956ZHU,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,113 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF937QEX",794936,8312d7657b005eac0b387a6c44ef24bc,ENCFF543QXW,https://www.encodeproject.org/files/ENCFF543QXW/@@download/ENCFF543QXW.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (127 days),renal pelvis,UBERON:0001224,ENCSR301RCD,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,127 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF832UWX",597358,bb73f4c8516c6a6a054bc6be1b007f08,ENCFF630TFU,https://www.encodeproject.org/files/ENCFF630TFU/@@download/ENCFF630TFU.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (91 day),renal pelvis,UBERON:0001224,ENCSR580OAH,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,91 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF821OYH",938000,6215a16c4cf8849f4d2e6e2da87e8b4c,ENCFF038OYK,https://www.encodeproject.org/files/ENCFF038OYK/@@download/ENCFF038OYK.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (97 days),renal pelvis,UBERON:0001224,ENCSR364TKL,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,97 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF069VEQ, ENCFF163ZHO",782572,932a9e6634b41f2cd348ee5defa7bef3,ENCFF836HJU,https://www.encodeproject.org/files/ENCFF836HJU/@@download/ENCFF836HJU.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis female embryo (105 days),renal pelvis,UBERON:0001224,ENCSR204XBB,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,tissue,fetal,female,105 day,-,-,insufficient read length,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF826ONU, ENCFF981DMB",9771376,1ed0ba8b3da585fc30b05479f5bc07f8,ENCFF661GCK,https://www.encodeproject.org/files/ENCFF661GCK/@@download/ENCFF661GCK.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (91 day),renal pelvis,UBERON:0001224,ENCSR424TSZ,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,tissue,fetal,male,91 day,-,-,insufficient read length,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF826ONU, ENCFF879YYF",9797924,b855175b9eb7acc75dd2c31571fcd7b4,ENCFF568GWY,https://www.encodeproject.org/files/ENCFF568GWY/@@download/ENCFF568GWY.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
renal pelvis male embryo (97 days),renal pelvis,UBERON:0001224,ENCSR929KRW,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,tissue,fetal,male,97 day,-,-,insufficient read length,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF456ITG, ENCFF826ONU",9840513,1adccc1ccc0edc230bbb128d80a7e1c9,ENCFF295KZV,https://www.encodeproject.org/files/ENCFF295KZV/@@download/ENCFF295KZV.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (105 days),right lung,UBERON:0002167,ENCSR299INS,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,105 day,-,-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF447JGG,2083805052,97e64e8a57bb8c22a33bed09da4b28a0,ENCFF867IFU,https://www.encodeproject.org/files/ENCFF867IFU/@@download/ENCFF867IFU.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (107 days),right lung,UBERON:0002167,ENCSR859KGQ,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,107 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF973HHI,1352759822,ec69481a8b0b29439363df07db96290b,ENCFF791YAF,https://www.encodeproject.org/files/ENCFF791YAF/@@download/ENCFF791YAF.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (108 days),right lung,UBERON:0002167,ENCSR930AUG,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,108 day,insufficient read depth,-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF571CZV,1935462985,8710860c5e5fa783baeb26f1a63e6736,ENCFF192RMW,https://www.encodeproject.org/files/ENCFF192RMW/@@download/ENCFF192RMW.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (110 days),right lung,UBERON:0002167,ENCSR441MMO,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,110 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF758LOC,1288620281,70d424f518f5a0a2471d8bc8e25c68a4,ENCFF075SYK,https://www.encodeproject.org/files/ENCFF075SYK/@@download/ENCFF075SYK.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (117 days),right lung,UBERON:0002167,ENCSR845MEJ,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,117 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF939DCZ,1177685827,2207b06b6c6e95c6588b179befb9dee3,ENCFF481ZDH,https://www.encodeproject.org/files/ENCFF481ZDH/@@download/ENCFF481ZDH.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (91 day),right lung,UBERON:0002167,ENCSR263IGU,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,91 day,insufficient read depth,-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF040WHO,1572899073,44b076be5a026f3ebdac28ffb9cc33d7,ENCFF024VHC,https://www.encodeproject.org/files/ENCFF024VHC/@@download/ENCFF024VHC.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (98 days),right lung,UBERON:0002167,ENCSR445XYW,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,female,98 day,-,-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF777GGY,2786471237,5bb1d3cf901b37214c82272b8eafa5ee,ENCFF999WHN,https://www.encodeproject.org/files/ENCFF999WHN/@@download/ENCFF999WHN.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung male embryo (105 days),right lung,UBERON:0002167,ENCSR846CTA,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,105 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF264RPJ,1770602574,a7a1d07c743fd4e1adc19f453db758c5,ENCFF674QSA,https://www.encodeproject.org/files/ENCFF674QSA/@@download/ENCFF674QSA.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung male embryo (115 days),right lung,UBERON:0002167,ENCSR228BOM,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,115 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF685GQS,1807306059,564023c70d113d4cad02db57fcd50e60,ENCFF669FGL,https://www.encodeproject.org/files/ENCFF669FGL/@@download/ENCFF669FGL.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung male embryo (87 days),right lung,UBERON:0002167,ENCSR947VPG,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,87 day,insufficient read depth,-,-,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF946VJF,2282318069,d0ae06b0e9ff01ffdd9f86c749e0b436,ENCFF788ZRB,https://www.encodeproject.org/files/ENCFF788ZRB/@@download/ENCFF788ZRB.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung male embryo (96 days),right lung,UBERON:0002167,ENCSR964VVW,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,96 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF919TXY,1994377785,ab45e5ae8de70d6a18b941cbc0e08389,ENCFF594LWR,https://www.encodeproject.org/files/ENCFF594LWR/@@download/ENCFF594LWR.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (105 days),right lung,UBERON:0002167,ENCSR299INS,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,105 day,-,-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF867IFU",1280928,4986d52c09511f701efba7e36e4c0694,ENCFF257MHT,https://www.encodeproject.org/files/ENCFF257MHT/@@download/ENCFF257MHT.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (107 days),right lung,UBERON:0002167,ENCSR859KGQ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,107 day,"insufficient read depth, low spot score",-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF791YAF",923349,c769f6e3f6602672058488b1c1b5a3ad,ENCFF803THQ,https://www.encodeproject.org/files/ENCFF803THQ/@@download/ENCFF803THQ.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (108 days),right lung,UBERON:0002167,ENCSR930AUG,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,108 day,insufficient read depth,-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF192RMW",1312926,680fd842099a6479b2efc1367cf66e52,ENCFF465GKU,https://www.encodeproject.org/files/ENCFF465GKU/@@download/ENCFF465GKU.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (110 days),right lung,UBERON:0002167,ENCSR441MMO,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,110 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF075SYK, ENCFF163ZHO",796371,8acf24a3e6aca2341cf8599d30f42157,ENCFF678OAV,https://www.encodeproject.org/files/ENCFF678OAV/@@download/ENCFF678OAV.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (117 days),right lung,UBERON:0002167,ENCSR845MEJ,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,117 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF481ZDH",756402,5c73bdbc455563fadff537feae8f9eda,ENCFF278QPW,https://www.encodeproject.org/files/ENCFF278QPW/@@download/ENCFF278QPW.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (91 day),right lung,UBERON:0002167,ENCSR263IGU,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,91 day,insufficient read depth,-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF024VHC, ENCFF163ZHO",1115446,1137b24ce281928026326c4f3cd2e885,ENCFF361FJF,https://www.encodeproject.org/files/ENCFF361FJF/@@download/ENCFF361FJF.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (98 days),right lung,UBERON:0002167,ENCSR445XYW,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,female,98 day,-,-,-,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF999WHN",1445565,2b3a3c650417ed162716802878c3f5c7,ENCFF852EZT,https://www.encodeproject.org/files/ENCFF852EZT/@@download/ENCFF852EZT.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung male embryo (105 days),right lung,UBERON:0002167,ENCSR846CTA,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,105 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF674QSA",1031680,417c1dda4e49ea264f54e6791cb82a96,ENCFF828TWL,https://www.encodeproject.org/files/ENCFF828TWL/@@download/ENCFF828TWL.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung male embryo (115 days),right lung,UBERON:0002167,ENCSR228BOM,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,115 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF669FGL",990278,9158aafcc3ccd9a8ff3246cea52e49bb,ENCFF655VLV,https://www.encodeproject.org/files/ENCFF655VLV/@@download/ENCFF655VLV.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung male embryo (87 days),right lung,UBERON:0002167,ENCSR947VPG,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,87 day,insufficient read depth,-,-,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF788ZRB",1415871,9f70808a30ba8d64d282963b7ea16316,ENCFF288VSL,https://www.encodeproject.org/files/ENCFF288VSL/@@download/ENCFF288VSL.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung male embryo (96 days),right lung,UBERON:0002167,ENCSR964VVW,DNase-seq,peaks,bed narrowPeak,DNA,-,1,-,tissue,fetal,male,96 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF163ZHO, ENCFF594LWR",956190,83f731ff87d3b41624266f826dc7209a,ENCFF299FPS,https://www.encodeproject.org/files/ENCFF299FPS/@@download/ENCFF299FPS.bed.gz,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (105 days),right lung,UBERON:0002167,ENCSR560MDQ,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,tissue,fetal,female,105 day,-,-,insufficient read length,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF764MJA, ENCFF826ONU",9783893,c0db84ac15be4faee71151ca31abd1c6,ENCFF313QEE,https://www.encodeproject.org/files/ENCFF313QEE/@@download/ENCFF313QEE.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung female embryo (98 days),right lung,UBERON:0002167,ENCSR074APH,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,tissue,fetal,female,98 day,-,-,insufficient read length,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF119ZWV, ENCFF826ONU",9795119,ade84d94167618be616abc4408e2405b,ENCFF089PWC,https://www.encodeproject.org/files/ENCFF089PWC/@@download/ENCFF089PWC.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung male embryo (105 days),right lung,UBERON:0002167,ENCSR044JAQ,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,tissue,fetal,male,105 day,-,-,insufficient read length,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF037DZA, ENCFF826ONU",9794710,55227bc38dd01f0fdb10c51be9aad471,ENCFF771HZE,https://www.encodeproject.org/files/ENCFF771HZE/@@download/ENCFF771HZE.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right lung male embryo (96 days),right lung,UBERON:0002167,ENCSR176WMG,RNA-seq,gene quantifications,tsv,polyadenylated mRNA,-,1,-,tissue,fetal,male,96 day,-,-,insufficient read length,-,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,"ENCFF826ONU, ENCFF853UVU",9798338,8b61c5548ec293daa288b8801c9689ed,ENCFF863IZU,https://www.encodeproject.org/files/ENCFF863IZU/@@download/ENCFF863IZU.tsv,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right renal cortex interstitium male embryo (105 days),right renal cortex interstitium,UBERON:0018118,ENCSR268QCH,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,105 day,insufficient read depth,-,insufficient spot score,-,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF765MIG,1346950927,bdb37dfb3931a87fdda24365aafcf806,ENCFF036YBG,https://www.encodeproject.org/files/ENCFF036YBG/@@download/ENCFF036YBG.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right renal cortex interstitium male embryo (105 days),right renal cortex interstitium,UBERON:0018118,ENCSR014VAC,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,105 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,False,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF274QDU,1783995366,c8b9637762ee179302c524451f0277ac,ENCFF851SMV,https://www.encodeproject.org/files/ENCFF851SMV/@@download/ENCFF851SMV.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
right renal cortex interstitium male embryo (120 days),right renal cortex interstitium,UBERON:0018118,ENCSR887BNC,DNase-seq,alignments,bam,DNA,-,1,-,tissue,fetal,male,120 day,insufficient read depth,-,-,extremely low spot score,-,-,see document,-,FALSE,Roadmap,ENCODE Processing Pipeline,7/31/13,ENCFF215LJE,1264406949,3919a1eabacc4c09cd304621128b4ab7,ENCFF967ZNC,https://www.encodeproject.org/files/ENCFF967ZNC/@@download/ENCFF967ZNC.bam,hg19,released,Homo sapiens,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
